amount,bundleInfo,category,images,name,packageLabel,packageLabelKey,parentCategories,price,productId,sku,slug,upsellSku,volumeLabelKey,volumeLabelLong,volumeLabelShort,weight,weightArticle,weightPieceArticle,weightPerPiece,brandMarketing,productMarketing,regulatedProductName,brand,ageRequiredInMonths,drainedWeight,depositType,oldPrice,discountPercentage,loyaltyValue,value
1,,"Legume, salate si verdeturi","['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/RR-100257-0490114136-NLfTbFBT.jpg', 'https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-100257-0490114136-9hceF19M.jpg']",ROSII,KILOGRAM,kg,"[[{'key': '5472', 'name': 'Fructe si legume', 'slug': 'fructe-si-legume-5472', 'orderHint': '000000030'}, {'key': '5475', 'name': 'Legume, salate si verdeturi', 'slug': 'legume-salate-si-verdeturi-5475', 'orderHint': '000000030'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'regular': {'perStandardizedQuantity': 449, 'promotionQuantity': 0, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 449}, 'lowestPrice': 449, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",64ae9777-33b6-47d2-a017-b95ed0911891,RR-100257,rosii-rr100257,,kg,Kilograme,kg,1.0,True,False,0,,,,,,,,,,,4.49
43,,Batoane ciocolata,['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-100800-0155647859-ZFLyP6y9.jpg'],KINDER BUENO BATON NAPOL. TRASA IN CIOCO.UMP.LAPTE&ALUNE,BUCATĂ,st,"[[{'key': '5713', 'name': 'Dulciuri si snacks', 'slug': 'dulciuri-si-snacks-5713', 'orderHint': '000000120'}, {'key': '5720', 'name': 'Batoane ciocolata', 'slug': 'batoane-ciocolata-5720', 'orderHint': '000000070'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'crossed': 375, 'discountPercentage': -20, 'regular': {'perStandardizedQuantity': 6953, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 299}, 'lowestPrice': 375, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",eb256c7e-8ca0-4dd6-8247-0a85eb2594a1,RR-100800,kinder-bueno-baton-napol-trasa-in-ciocoumplapteundalune-rr100800,,gr,Grame,g,0.046,False,False,0,,,,,,,,3.75,-20%,,2.99
150,,"Cereale, musli si fulgi",['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-102214-0115812652-oZ2jjdnA.jpg'],FORZA FULGI DE PORUMB ORIGINAL,BUCATĂ,st,"[[{'key': '5685', 'name': 'Alimente de baza', 'slug': 'alimente-de-baza-5685', 'orderHint': '000000090'}, {'key': '5694', 'name': 'Cereale, musli si fulgi', 'slug': 'cereale-musli-si-fulgi-5694', 'orderHint': '000000090'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'crossed': 309, 'discountPercentage': -22, 'regular': {'perStandardizedQuantity': 1593, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 239}, 'lowestPrice': 309, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",becc0e0c-3de6-48ca-bbf3-3768227c99a1,RR-102214,forza-fulgi-de-porumb-original-rr102214,,gr,Grame,g,155.82,False,False,0,,,,,,,,3.09,-22%,,2.39
1,,Fructe proaspete,['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-102400-0687957404-pwEz0wHA.jpg'],STRUGURI ROZE NEGRI,KILOGRAM,kg,"[[{'key': '5472', 'name': 'Fructe si legume', 'slug': 'fructe-si-legume-5472', 'orderHint': '000000030'}, {'key': '5473', 'name': 'Fructe proaspete', 'slug': 'fructe-proaspete-5473', 'orderHint': '000000010'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'regular': {'perStandardizedQuantity': 1199, 'promotionQuantity': 0, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 1199}, 'lowestPrice': 1199, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",666187c1-945d-49c8-bfef-a9732388910a,RR-102400,struguri-roze-negri-rr102400,,kg,Kilograme,kg,1.0,True,False,0,,,,,,,,,,,11.99
1,,"Legume, salate si verdeturi","['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/RR-102408-0386782601-_CdTZXtG.jpg', 'https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-102408-0386782601-Q72twnNo.jpg']",CEAPA GALBENA,KILOGRAM,kg,"[[{'key': '5472', 'name': 'Fructe si legume', 'slug': 'fructe-si-legume-5472', 'orderHint': '000000030'}, {'key': '5475', 'name': 'Legume, salate si verdeturi', 'slug': 'legume-salate-si-verdeturi-5475', 'orderHint': '000000030'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'regular': {'perStandardizedQuantity': 199, 'promotionQuantity': 0, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 199}, 'lowestPrice': 249, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",82032d3a-64ca-4301-bade-60f3bf518d16,RR-102408,ceapa-galbena-rr102408,,kg,Kilograme,kg,1.0,True,False,0,,,,"{'name': 'CEAPA', 'slug': 'ceapa'}",,,,,,,1.99
1,,Fructe proaspete,"['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/RR-102660-094888011-h86GoaCZ.jpg', 'https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-102660-094888011-LCjkjSOH.jpg']",PIERSICI,KILOGRAM,kg,"[[{'key': '5472', 'name': 'Fructe si legume', 'slug': 'fructe-si-legume-5472', 'orderHint': '000000030'}, {'key': '5473', 'name': 'Fructe proaspete', 'slug': 'fructe-proaspete-5473', 'orderHint': '000000010'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'regular': {'perStandardizedQuantity': 549, 'promotionQuantity': 0, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 549}, 'lowestPrice': 499, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",dd24b637-4a1d-43eb-90d8-25e2662c9e31,RR-102660,piersici-rr102660,,kg,Kilograme,kg,1.0,True,False,0,,,,,,,,,,,5.49
1,,"Legume, salate si verdeturi","['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/RR-102842-0429029083-kfsMYDzX.jpg', 'https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-102842-0429029083-jR8DSyuV.jpg']",FASOLE ALBA,KILOGRAM,kg,"[[{'key': '5472', 'name': 'Fructe si legume', 'slug': 'fructe-si-legume-5472', 'orderHint': '000000030'}, {'key': '5475', 'name': 'Legume, salate si verdeturi', 'slug': 'legume-salate-si-verdeturi-5475', 'orderHint': '000000030'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'regular': {'perStandardizedQuantity': 699, 'promotionQuantity': 0, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 699}, 'lowestPrice': 699, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",8cb59791-7aaf-44c0-bc33-d1d80182b85b,RR-102842,fasole-alba-rr102842,,kg,Kilograme,kg,1.0,True,False,0,,,,,,,,,,,6.99
100,,Cafea,"['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-104163-258272312-E_qy-4kW.jpg', 'https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-104163-209718532-nbaVLSCf.png']",AMIGO CAFEA INSTANT,BUCATĂ,st,"[[{'key': '5685', 'name': 'Alimente de baza', 'slug': 'alimente-de-baza-5685', 'orderHint': '000000090'}, {'key': '5697', 'name': 'Cafea', 'slug': 'cafea-5697', 'orderHint': '000000110'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '990031909999', 'name': 'Oferte PENNY card', 'slug': 'oferte-site-1723072024-oferte-penny-card', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'loyalty': {'perStandardizedQuantity': 12990, 'tags': ['SO'], 'value': 1299}, 'regular': {'perStandardizedQuantity': 15490, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': [], 'value': 1549}, 'lowestPrice': 1199, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",5e22c322-7c11-40c5-8fdf-00b6f1b6d32a,RR-104163,amigo-cafea-instant-rr104163,,gr,Grame,g,0.169,False,False,0,,,,,,,,,,12.99,15.49
700,,Spirtoase,['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-104575-068908965-iyiCfBrX.jpg'],WEMBLEY GIN 40% ALC.,STICLĂ,fl,"[[{'key': '5725', 'name': 'Bauturi', 'slug': 'bauturi-5725', 'orderHint': '000000130'}, {'key': '5730', 'name': 'Spirtoase', 'slug': 'spirtoase-5730', 'orderHint': '000000040'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Litri', 'baseUnitShort': 'L', 'basePriceFactor': '1', 'crossed': 4999, 'discountPercentage': -20, 'regular': {'perStandardizedQuantity': 5712, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 3999}, 'lowestPrice': 4999, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",cfd2b209-79b5-4e92-82ac-2acf432d22c3,RR-104575,wembley-gin-40-alc-rr104575,,ml,Mililitri,ml,1.3,False,False,0,,,,,,,,49.99,-20%,,39.99
20,,Batoane ciocolata,['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-105627-1677809510-cNAoqRXY.jpg'],KINDER JOY SPECIALITATI CROCANTE PUDRATE CACAO CREMA LAPTE SI CREMA CACAO CU LAPTE JUCARIE SUPRIZ,BUCATĂ,st,"[[{'key': '5713', 'name': 'Dulciuri si snacks', 'slug': 'dulciuri-si-snacks-5713', 'orderHint': '000000120'}, {'key': '5720', 'name': 'Batoane ciocolata', 'slug': 'batoane-ciocolata-5720', 'orderHint': '000000070'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '990031909999', 'name': 'Oferte PENNY card', 'slug': 'oferte-site-1723072024-oferte-penny-card', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'loyalty': {'perStandardizedQuantity': 24950, 'tags': ['SO'], 'value': 499}, 'regular': {'perStandardizedQuantity': 28450, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': [], 'value': 569}, 'lowestPrice': 565, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",c8dcb957-7c77-47be-967e-c134d52a4d79,RR-105627,kinder-joy-specialitati-crocante-pudrate-cacao-crema-lapte-si-crema-cacao-cu-lapte-jucarie-supriz-rr105627,,gr,Grame,g,0.03,False,False,0,,,,,,,,,,4.99,5.69
1.5,,Apa,['https://images.cdn.europe-west1.gcp.commercetools.com/3dd00c6e-62c7-4330-9c1a-0067ba317084/rr-106337-536350949-4qWipPqX.jpg'],DORNA APA MINERALA  CARBOGAZIFICATA,BUCATĂ,st,"[[{'key': '5725', 'name': 'Bauturi', 'slug': 'bauturi-5725', 'orderHint': '000000130'}, {'key': '5726', 'name': 'Apa', 'slug': 'apa-5726', 'orderHint': '000000010'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '990031909999', 'name': 'Oferte PENNY card', 'slug': 'oferte-site-1723072024-oferte-penny-card', 'orderHint': '000000020'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003195', 'name': 'OFERTE SITE 24-30.07.2024', 'slug': 'oferte-site-2430072024', 'orderHint': '000000010'}, {'key': '990031959999', 'name': 'Oferte PENNY card', 'slug': 'oferte-site-2430072024-oferte-penny-card', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Litri', 'baseUnitShort': 'L', 'basePriceFactor': '1', 'loyalty': {'perStandardizedQuantity': 172, 'tags': ['SO'], 'value': 259}, 'regular': {'perStandardizedQuantity': 252, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': [], 'value': 379}, 'lowestPrice': 259, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",335a401b-094d-45cd-84bf-9714e9b1ed11,RR-106337,dorna-apa-minerala-carbogazificata-rr106337,,lt,Litri,l,1.54,False,False,0,,,,"{'name': 'DORNA', 'slug': 'dorna'}",,,,,,2.59,3.79
120,,Conserve carne si pate,['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-108147-0181183140-NP29mHX5.jpg'],SCANDIA SIBIU PATE DE PUI INTEGRAL 24% FICAT,BUCATĂ,st,"[[{'key': '5704', 'name': 'Conserve si borcane', 'slug': 'conserve-si-borcane-5704', 'orderHint': '000000110'}, {'key': '5711', 'name': 'Conserve carne si pate', 'slug': 'conserve-carne-si-pate-5711', 'orderHint': '000000070'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '990031909999', 'name': 'Oferte PENNY card', 'slug': 'oferte-site-1723072024-oferte-penny-card', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'loyalty': {'perStandardizedQuantity': 3075, 'tags': ['SO'], 'value': 369}, 'regular': {'perStandardizedQuantity': 3491, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': [], 'value': 419}, 'lowestPrice': 299, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",d8a0cb54-56e2-4cce-b5ca-9b4693027c12,RR-108147,scandia-sibiu-pate-de-pui-integral-24-ficat-rr108147,,gr,Grame,g,0.15,False,False,0,,,,,,,,,,3.69,4.19
500,,"Detergent, balsam si inalbitor",['https://images.cdn.europe-west1.gcp.commercetools.com/3dd00c6e-62c7-4330-9c1a-0067ba317084/rr-108464-913438246-XgJ2oGBf.jpg'],CALGON PUDRA ANTICALCAR,BUCATĂ,st,"[[{'key': '5738', 'name': 'Produse curatenie', 'slug': 'produse-curatenie-5738', 'orderHint': '000000150'}, {'key': '5739', 'name': 'Detergent, balsam si inalbitor', 'slug': 'detergent-balsam-si-inalbitor-5739', 'orderHint': '000000010'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'crossed': 2199, 'discountPercentage': -13, 'regular': {'perStandardizedQuantity': 3798, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 1899}, 'lowestPrice': 2199, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",27e8cc99-5bb2-4fe7-be84-8b290b6bd1f4,RR-108464,calgon-pudra-anticalcar-rr108464,,gr,Grame,g,0.54,False,False,0,,,,,,,,21.99,-13%,,18.99
300,,Sucuri necarbogazoase,"['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/RR-109347-79854503-HJqMY_K-.jpg', 'https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-109347-79854503-VdqAxO2u.jpg']",TEDI BAUTURA RACORITOARE MORCOV MAR ZMEURA 40%,BUCATĂ,st,"[[{'key': '5725', 'name': 'Bauturi', 'slug': 'bauturi-5725', 'orderHint': '000000130'}, {'key': '5728', 'name': 'Sucuri necarbogazoase', 'slug': 'sucuri-necarbogazoase-5728', 'orderHint': '000000020'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Litri', 'baseUnitShort': 'L', 'basePriceFactor': '1', 'crossed': 389, 'discountPercentage': -15, 'regular': {'perStandardizedQuantity': 1096, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 329}, 'lowestPrice': 339, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",741bfa8f-c64b-4400-bb76-c5d0806b07ba,RR-109347,tedi-bautura-racoritoare-morcov-mar-zmeura-40-rr109347,,ml,Mililitri,ml,0.51,False,False,0,,,,,,,,3.89,-15%,,3.29
300,,Alune si seminte,['https://images.cdn.europe-west1.gcp.commercetools.com/3dd00c6e-62c7-4330-9c1a-0067ba317084/rr-113850-0133975826-YEqgnwMi.jpg'],NUTLINE/FIESTA ARAHIDE PRAJITE ULEI &SARATE,BUCATĂ,st,"[[{'key': '5713', 'name': 'Dulciuri si snacks', 'slug': 'dulciuri-si-snacks-5713', 'orderHint': '000000120'}, {'key': '5717', 'name': 'Alune si seminte', 'slug': 'alune-si-seminte-5717', 'orderHint': '000000040'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'crossed': 1149, 'discountPercentage': -13, 'regular': {'perStandardizedQuantity': 3330, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 999}, 'lowestPrice': 1149, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",7321a8ec-d2e8-4cfd-afea-8cf360f3fb66,RR-113850,nutlinefiesta-arahide-prajite-ulei-undsarate-rr113850,,gr,Grame,g,0.303,False,False,0,,,,,,,,11.49,-13%,,9.99
300,,Gata preparate,['https://images.cdn.europe-west1.gcp.commercetools.com/3dd00c6e-62c7-4330-9c1a-0067ba317084/rr-115725-0213463544-JRoDNrLA.jpg'],SCANDIA SIBIU CARNE DE PORC IN SUC PROPRIU,BUCATĂ,st,"[[{'key': '5674', 'name': 'Gata preparate', 'slug': 'gata-preparate-5674', 'orderHint': '000000060'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'crossed': 1749, 'discountPercentage': -20, 'regular': {'perStandardizedQuantity': 4663, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 1399}, 'lowestPrice': 1749, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",284c2e8d-98ec-47a5-9a14-6125a7729fb8,RR-115725,scandia-sibiu-carne-de-porc-in-suc-propriu-rr115725,,gr,Grame,g,0.36,False,False,0,,,,,,,,17.49,-20%,,13.99
350,,Salam si carnati,['https://ed81c57e5d0b9c68f8fb-65959e0cf0c4860a1192ede71ec65f56.ssl.cf3.rackcdn.com/rr-901189-0177129911-17cOTipA.jpg'],CRISTIM SALAM SASESC MINI PICANT,BUCATĂ,st,"[[{'key': '5640', 'name': 'Carne, mezeluri si peste', 'slug': 'carne-mezeluri-si-peste-5640', 'orderHint': '000000050'}, {'key': '5664', 'name': 'Salam si carnati', 'slug': 'salam-si-carnati-5664', 'orderHint': '000000060'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'crossed': 1919, 'discountPercentage': -11, 'regular': {'perStandardizedQuantity': 4854, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 1699}, 'lowestPrice': 1919, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",eaf7815e-82ee-4220-84d9-f11cf4c9bad6,RR-901189,cristim-salam-sasesc-mini-picant-rr901189,,gr,Grame,g,0.355,False,False,0,,,,,,,,19.19,-11%,,16.99
300,,Cascaval,['https://images.cdn.europe-west1.gcp.commercetools.com/3dd00c6e-62c7-4330-9c1a-0067ba317084/rr-902065-1430820847-hYsDpGgI.jpg'],BONI DE TOT CASCAVAL DALIA,BUCATĂ,st,"[[{'key': '5477', 'name': 'Lactate, branzeturi si oua', 'slug': 'lactate-branzeturi-si-oua-5477', 'orderHint': '000000040'}, {'key': '5670', 'name': 'Cascaval', 'slug': 'cascaval-5670', 'orderHint': '000000100'}], [{'key': '99000000', 'name': 'Oferte speciale', 'slug': 'oferte-speciale-99000000', 'orderHint': '000000001'}, {'key': '99003190', 'name': 'OFERTE SITE 17-23.07.2024', 'slug': 'oferte-site-1723072024', 'orderHint': '000000010'}, {'key': '99003190111', 'name': 'PLIANT NATIONAL KW29', 'slug': 'oferte-site-1723072024-pliant-national-kw29', 'orderHint': '000000020'}]]","{'baseUnitLong': 'Kilograme', 'baseUnitShort': 'KG', 'basePriceFactor': '1', 'crossed': 1169, 'discountPercentage': -14, 'regular': {'perStandardizedQuantity': 3330, 'promotionQuantity': 1, 'promotionType': 'FROM', 'tags': ['SO'], 'value': 999}, 'lowestPrice': 1169, 'validityEnd': '2024-07-23', 'validityStart': '2024-07-17'}",f056faa2-013b-4004-ac42-f01f460a2596,RR-902065,boni-de-tot-cascaval-dalia-rr902065,,gr,Grame,g,0.302,False,False,0,,,,,,,,11.69,-14%,,9.99
