list,category,id,name,brand,price,dimension10,metric5,position
Bacanie & Lichide,Bacanie & Lichide,11018751,Ciocolata alba Heidi Grand'Or cu alune de padure caramelizate 100 g,Heidi,10.5,available,0,4661
Bacanie & Lichide,Bacanie & Lichide,14522276,Ciocolata alba Heidi Grand'Or cu cu migdale si cocos 100 g,Heidi,12.1,available,0,4662
Bacanie & Lichide,Bacanie & Lichide,14517936,Praline Rom butoiase de ciocolata cu crema de rom 126 g,Rom,11.8,available,0,4663
Bacanie & Lichide,Bacanie & Lichide,11010687,Pate vegetal Mandy Original 200 g,Mandy,6.19,available,0,4664
Bacanie & Lichide,Bacanie & Lichide,11015850,Pate vegetal Mandy cu ciuperci 200 g,Mandy,6.19,available,0,4665
Bacanie & Lichide,Bacanie & Lichide,14503502,Pate vegetal Mandy cu ardei gras 200 g,Mandy,6.19,available,0,4666
Bacanie & Lichide,Bacanie & Lichide,11015848,Pate vegetal Mandy cu masline 200 g,Mandy,6.19,available,0,4667
Bacanie & Lichide,Bacanie & Lichide,14520346,Pate de porc Antrefrig Retro 100 g,Antrefrig,3.65,available,0,4668
Bacanie & Lichide,Bacanie & Lichide,14518668,Pate de porc Antrefrig picant 100 g,Antrefrig,4.09,available,0,4669
Bacanie & Lichide,Bacanie & Lichide,14503510,Pate de ficat porc Antrefrig fara E-uri 100 g,Antrefrig,4.25,available,0,4670
Bacanie & Lichide,Bacanie & Lichide,11016003,Pate Antrefrig cu ficat de porc 100 g,Antrefrig,3.79,available,0,4671
Bacanie & Lichide,Bacanie & Lichide,11004593,Bomboane Toffifee 125 g,Toffifee,13.1,available,0,4672
Bacanie & Lichide,Bacanie & Lichide,14005003,Pudra de cacao Vanda Cosmin 75 g,Cosmin,5.39,available,0,4673
Bacanie & Lichide,Bacanie & Lichide,11000646,Boia ardei dulce Kamis 20g,Kamis,4.25,available,0,4674
Bacanie & Lichide,Bacanie & Lichide,11000662,Usturoi granulat Kamis 25 g,Kamis,4.25,available,0,4675
Bacanie & Lichide,Bacanie & Lichide,14002387,"Sardine (peste) 72% (sardina pilchardus walbaum, capturat in Oceanul Atlantic zona de pescuit, FAO nr. 34, metoda de pescuit: traul pelagic), ulei de soia non omg tratat (27%), sare (1%). 206 kcal . 860 kJ; proteine: 23,2 g ; grasimi: 12,6 g; din care sat",Siblou,8.39,available,0,4676
Bacanie & Lichide,Bacanie & Lichide,14506124,Rosii cuburi Mandy 400 g,Mandy,7.55,available,0,4677
Bacanie & Lichide,Bacanie & Lichide,14506125,Rosii decojite Mandy 400 g,Mandy,12.9,available,0,4678
Bacanie & Lichide,Bacanie & Lichide,14500481,Bomboane de ciocolata Belgian fructe de mare 195 g,Belgian,14.2,available,0,4679
Bacanie & Lichide,Bacanie & Lichide,11007115,"Bomboane Toffifee, 400 g",Toffifee,39.7,available,0,4680
Bacanie & Lichide,Bacanie & Lichide,14512191,Rosii bucati Giana decojite 425 ml,Giana,4.35,available,0,4681
Bacanie & Lichide,Bacanie & Lichide,14511183,Rosii intregi Giana decojite 425 ml,Giana,5.95,available,0,4682
Bacanie & Lichide,Bacanie & Lichide,14501211,Macrou Home Garden in ulei 170 g,Home Garden,7.69,available,0,4683
Bacanie & Lichide,Bacanie & Lichide,14505386,Otet balsamic Monini 500 ml,Monini,21.5,available,0,4684
Bacanie & Lichide,Bacanie & Lichide,14500613,Ketchup bio Heinz 580 g,Heinz,32.5,available,0,4685
Bacanie & Lichide,Bacanie & Lichide,14512768,"Pachet rasnite piper negru boabe Kamis, 42g + sare de mare iodata Kamis, 90g",Kamis,17.1,available,0,4686
Bacanie & Lichide,Bacanie & Lichide,14520138,"Paine crocanta Wasa cu susan si sare de mare, 190g",Wasa,12.5,available,0,4687
Bacanie & Lichide,Bacanie & Lichide,14520143,"Paine crocanta Wasa cu rozmarin si sare de mare, 190g",Wasa,12.5,available,0,4688
Bacanie & Lichide,Bacanie & Lichide,14508530,Ciocolata cu lapte Sweet & Safe cu indulcitor natural din stevia 25 g,Sweet & Safe,1.85,available,0,4689
Bacanie & Lichide,Bacanie & Lichide,14508529,Ciocolata amaruie Sweet & Safe cu indulcitor natural din stevia 25 g,Sweet & Safe,1.85,available,0,4690
Bacanie & Lichide,Bacanie & Lichide,14520777,Cozonac vegan Boromir cu nuca si stafide 500 g,Boromir,16.5,available,0,4691
Bacanie & Lichide,Bacanie & Lichide,11020334,Granule vegetale de soia SanoVita 150 g,Sanovita,6.09,available,0,4692
Bacanie & Lichide,Bacanie & Lichide,14500671,Soia texturat granule Inedit 100 g,Inedit,4.25,available,0,4693
Bacanie & Lichide,Bacanie & Lichide,14514323,Crochete vegetale din soia Inedit in sos tomat 155 g,Inedit,10.5,available,0,4694
Bacanie & Lichide,Bacanie & Lichide,14500670,Soia texturat cuburi Inedit 100 g,Inedit,4.25,available,0,4695
Bacanie & Lichide,Bacanie & Lichide,14500669,Soia texturat felii Inedit 100 g,Inedit,4.09,available,0,4696
Bacanie & Lichide,Bacanie & Lichide,14501325,Faina fara gluten pentru paine Schar Bread Mix 1kg,Schar,24.9,available,0,4697
Bacanie & Lichide,Bacanie & Lichide,14515208,Paine alba Schar fara gluten 250 g,Schar,12.9,available,0,4698
Bacanie & Lichide,Bacanie & Lichide,14521869,"Inlocuitor de carne tocata Cultured Foods pentru bolognese, fara gluten, 200 g",Cultured Foods,18.9,available,0,4699
Bacanie & Lichide,Bacanie & Lichide,14521871,"Inlocuitor de carne tocata Cultured Foods pentru burger, fara gluten, 200 g",Cultured Foods,18.9,available,0,4700
Bacanie & Lichide,Bacanie & Lichide,14521872,"Inlocuitor de carne tocata Cultured Foods condimentata, fara gluten, 150 g",Cultured Foods,18.5,available,0,4701
Bacanie & Lichide,Bacanie & Lichide,14521876,"Inlocuitor de carne tocata Cultured Foods necondimentata, fara gluten, 150 g",Cultured Foods,18.5,available,0,4702
Bacanie & Lichide,Bacanie & Lichide,14508380,Fulgi de porumb Solaris fara zahar 250 g,Solaris,6.59,available,0,4703
Bacanie & Lichide,Bacanie & Lichide,14520117,Biscuiti glazurati cu ciocolata neagra Gullon fara zahar 150 g,Gullon,20.9,available,0,4704
Bacanie & Lichide,Bacanie & Lichide,14525103,Ciuperci Mun uscate Tao Tao 50g,Tao Tao,8.79,available,0,5329
Bacanie & Lichide,Bacanie & Lichide,14525102,Lapte de cocos Ampawa 400ml,Ampawa,14.5,available,0,5330
Bacanie & Lichide,Bacanie & Lichide,14516578,Napolitana Kinder Bueno White  cu umplutura de lapte si alune de padure 177 g,Kinder,11.55,available,0,5331
Bacanie & Lichide,Bacanie & Lichide,14522211,"Biscuiti cu bezea glazurati cu ciocolata cu lapte Halley, 77g",Ulker,4.85,available,0,5332
Bacanie & Lichide,Bacanie & Lichide,14511033,"Biscuiti Sandwich cu crema de cacao Eugenia, Dobrogea 360g",Eugenia,14.5,available,0,5333
Bacanie & Lichide,Bacanie & Lichide,14523628,Cafea solubila Nescafe Crema 95g,Nescafe,15.9,available,0,5334
Bacanie & Lichide,Bacanie & Lichide,14524781,Chips Lorenz Pom Sticks cheese 85g,Lorenz,6.49,available,0,5335
Bacanie & Lichide,Bacanie & Lichide,14524787,Chips Lorenz Pom Sticks bacon 85g,Lorenz,8.65,available,0,5336
Bacanie & Lichide,Bacanie & Lichide,14522046,Chips Lorenz Pom Sticks ketchup 85g,Lorenz,6.49,available,0,5337
Bacanie & Lichide,Bacanie & Lichide,14522051,Chips Lorenz Pom Sticks hot & spicy 85g,Lorenz,6.49,available,0,5338
Bacanie & Lichide,Bacanie & Lichide,14522047,Chips Lorenz Pom Sticks sare si otet 85g,Lorenz,6.49,available,0,5339
Bacanie & Lichide,Bacanie & Lichide,14524593,Cereale Kit Kat 350g,Kit Kat,18.5,available,0,5340
Bacanie & Lichide,Bacanie & Lichide,14520893,Ciocolata Terravita cu iaurt si cirese 235g,Terravita,13.2,available,0,5341
Bacanie & Lichide,Bacanie & Lichide,14523943,Ciocolata Terravita Banana & Toffee 235g,Terravita,13.2,available,0,5342
Bacanie & Lichide,Bacanie & Lichide,14523950,"Ulei Vitapiu Costa dOro, 5 seminte 500ml",Costa d'Oro,32.5,available,0,5343
Bacanie & Lichide,Bacanie & Lichide,14519224,Zahar pudra Margaritar Bio 500g,Margaritar,6.89,available,0,5344
Bacanie & Lichide,Bacanie & Lichide,14517995,"Snickers ciocolata cu lapte si arahide proaspat prajite 3x37.5g, 112.5g",Snickers,6.35,available,0,5345
Bacanie & Lichide,Bacanie & Lichide,14520176,"Cafea capsule Lavazza Espresso Bio 16 capsule, 128g",Lavazza,21.5,available,0,5346
Bacanie & Lichide,Bacanie & Lichide,14522213,Biscuiti cu bezea Halley Ring glazurati cu ciocolata cu lapte 189g,Halley,11.9,available,0,5347
Bacanie & Lichide,Bacanie & Lichide,14522702,Biscuiti Dare cu cereale integrale si ciocolata cu lapte 114g,Dare,4.75,available,0,5348
Bacanie & Lichide,Bacanie & Lichide,11008792,Piper negru boabe plic Fuchs 20g,Fuchs,4.05,available,0,5349
Bacanie & Lichide,Bacanie & Lichide,14520425,Boia dulce Kamis 40g,Kamis,9.29,available,0,5350
Bacanie & Lichide,Bacanie & Lichide,14520420,Busuioc Kamis 12g,Kamis,8.15,available,0,5351
Bacanie & Lichide,Bacanie & Lichide,14520421,Oregano Kamis 10g,Kamis,8.15,available,0,5352
Bacanie & Lichide,Bacanie & Lichide,14002322,"Pulpa de rosii cu usturoi Cirio, 400g",Cirio,5.89,available,0,5353
Bacanie & Lichide,Bacanie & Lichide,14515705,"Esenta de trandafir Coseli, 25 g",Coseli,2.55,available,0,5354
Bacanie & Lichide,Bacanie & Lichide,14515707,"Esenta de fistic Coseli, 25ml",Coseli,3.49,available,0,5355
Bacanie & Lichide,Bacanie & Lichide,14513614,"Bomboane cu orez crocant in ciocolata cu lapte si glazura colorata de zahar M&M's Crispy, 36 g",m&m'S,3.89,available,0,5356
Bacanie & Lichide,Bacanie & Lichide,11005642,Ketchup dulce Univer 470g,Univer,8.09,available,0,5357
Bacanie & Lichide,Bacanie & Lichide,11011835,Ketchup iute Univer 470g,Univer,8.09,available,0,5358
Bacanie & Lichide,Bacanie & Lichide,14508972,"Ulei de masline kalamata extravirgin Minerva, 500ml",Minerva,67.9,available,0,5359
Bacanie & Lichide,Bacanie & Lichide,14523854,Rondele din grau expandat 56g,Carrefour Classic,2.29,available,0,5360
Bacanie & Lichide,Bacanie & Lichide,14523853,Rondele din orez expandat 56g,Carrefour Classic,2.35,available,0,5361
Bacanie & Lichide,Bacanie & Lichide,14507669,Ton bucati in ulei cu chili Kaiser Franz Josef 170 g,Franz Josef,14.5,available,0,5362
Bacanie & Lichide,Bacanie & Lichide,14507668,Ton File In Ulei De Floarea Soarelui Kaiser Franz Josef 170 g,Franz Josef,15.5,available,0,5363
Bacanie & Lichide,Bacanie & Lichide,14524415,Visine in ciocolata Carrefour Original 80g,Carrefour Original,6.99,available,0,5364
Bacanie & Lichide,Bacanie & Lichide,14525104,Taitei panglica Tao Tao 200g,Tao Tao,10.9,available,0,5365
Bacanie & Lichide,Bacanie & Lichide,14524420,Acadele rotunde Carrefour Classic 100g,Carrefour Classic,6.69,available,0,5366
Bacanie & Lichide,Bacanie & Lichide,14525106,Fidea de orez Tao Tao Vermicelli 200 g,Tao Tao,12.5,available,0,5367
Bacanie & Lichide,Bacanie & Lichide,14523849,Biscuiti Fox's cu tripla ciocolata 180g,Fox's,12.9,available,0,5368
Bacanie & Lichide,Bacanie & Lichide,14523847,Biscuiti Fox's Party Rings 125g,Fox's,7.99,available,0,5369
Bacanie & Lichide,Bacanie & Lichide,14517179,Mirodenia Bio Fuchs 150g,Fuchs,9.99,available,0,5370
Bacanie & Lichide,Bacanie & Lichide,10507802,Vin rose 3 Pietre Syraz Roze 0.75L,3 Pietre,11.9,available,0,5371
Bacanie & Lichide,Bacanie & Lichide,10507801,Vin rosu 3 Pietre Merlot 0.75L,3 Pietre,11.9,available,0,5372
Bacanie & Lichide,Bacanie & Lichide,10507803,Vin 3 Pietre Sauvignon Blanc 0.75L,3 Pietre,11.9,available,0,5373
Bacanie & Lichide,Bacanie & Lichide,14525108,Sos de soia Tao Tao 150ml,Tao Tao,7.55,available,0,5374
Bacanie & Lichide,Bacanie & Lichide,14525107,Sos de soia Tao Tao cu nivel scazut de sare 150ml,Tao Tao,10.5,available,0,5375
Bacanie & Lichide,Bacanie & Lichide,10507960,Cocktail Mojito 0.33L,Shake,9.99,available,0,5376
Bacanie & Lichide,Bacanie & Lichide,14507743,File De Hering In Ulei Vegetal Nemo 170 G,Nemo,11.5,available,0,5425
Bacanie & Lichide,Bacanie & Lichide,14523174,Hering File In Ulei King Oscar 160G,King Oscar,11.9,available,0,5426
Bacanie & Lichide,Bacanie & Lichide,14523173,Hering File in sos tomat King Oscar 160G,King Oscar,9.09,available,0,5427
Bacanie & Lichide,Bacanie & Lichide,14501204,Hering File In Sos Tomat Home Garden 170G,Home Garden,7.59,available,0,5428
Bacanie & Lichide,Bacanie & Lichide,14501205,Hering File Home Garden In Ulei 170 G,Home Garden,7.59,available,0,5429
Bacanie & Lichide,Bacanie & Lichide,14507742,File Hering Sos Rosii Nemo 170 G,Nemo,8.55,available,0,5430
Bacanie & Lichide,Bacanie & Lichide,14506827,Humus tahini Mandy Foods 200 g,Mandy,6.79,available,0,5431
Bacanie & Lichide,Bacanie & Lichide,14520450,"Sos maioneza si ketchup Heinz Saucy Sauce, 425g",Heinz,24.9,available,0,5432
Bacanie & Lichide,Bacanie & Lichide,14514768,Fursecuri Happy Fursec cu caise 300g,Happy Fursec,10.9,available,0,5433
Bacanie & Lichide,Bacanie & Lichide,14518297,Fursecuri Happy Fursec cu visine 300g,Happy Fursec,15.5,available,0,5434
Bacanie & Lichide,Bacanie & Lichide,14525100,Croissant 7Days cu crema de caise 60g,7Days,4.45,available,0,5435
Bacanie & Lichide,Bacanie & Lichide,14518656,Vegeta cub gulas 60g,Vegeta,5.09,available,0,5436
Bacanie & Lichide,Bacanie & Lichide,10508021,"Gin Gordon's Tropical, 37.5% alcool, 0.7L",Gordon's,79.5,available,0,5437
Bacanie & Lichide,Bacanie & Lichide,14525225,"Biscuiti Plasmon cu cacao, 320g",Plasmon,43.9,available,0,5438
Bacanie & Lichide,Bacanie & Lichide,14001716,Conserva naut boabe Darinne 400g,Darinne,5.25,available,0,5439
Bacanie & Lichide,Bacanie & Lichide,14525074,Cafea capsule Tassimo Coffee Shop Cappuccino Intenso 276g,Tassimo,42.5,available,0,5440
Bacanie & Lichide,Bacanie & Lichide,14525072,"Capsule cafea Tassimo L'OR, Espresso Intense, 16 bauturi x 75 ml, 16 capsule",Tassimo,39.5,available,0,5441
Bacanie & Lichide,Bacanie & Lichide,14525071,"Capsule cafea Tassimo L'OR, Columbia, 16 bauturi x 120 ml, 16 capsule",Tassimo,38.5,available,0,5442
Bacanie & Lichide,Bacanie & Lichide,10508008,Energizant Red Bull Winter cu aroma de para si scortisoara 0.25L,Red Bull,6.25,available,0,5443
Bacanie & Lichide,Bacanie & Lichide,14525312,"Tortilla chips Corn Up cu branza si jalapenos, fara gluten, 60g",Corn Up,6.69,available,0,5444
Bacanie & Lichide,Bacanie & Lichide,14525313,"Tortilla chips Corn Up cu sare, fara gluten, 60g",Corn Up,6.65,available,0,5445
Bacanie & Lichide,Bacanie & Lichide,14525311,"Tortilla chips Corn Up cu smantana si ceapa, fara gluten, 60g",Corn Up,6.65,available,0,5446
Bacanie & Lichide,Bacanie & Lichide,14525310,"Tortilla chips Corn Up cu cheddar, fara gluten, 60g",Corn Up,6.69,available,0,5447
Bacanie & Lichide,Bacanie & Lichide,14525168,"Baton ciocolata Mars, 3 buc, 135g",Mars,10.5,available,0,5448
Bacanie & Lichide,Bacanie & Lichide,14525222,Paste rigate Panzani 500g,Panzani,11.5,available,0,5449
Bacanie & Lichide,Bacanie & Lichide,10507989,"Rom Pampero Blanco 37.5%, 0.75L",Pampero,109.9,available,0,5450
Bacanie & Lichide,Bacanie & Lichide,14525236,Baton proteine Mars 50g,Mars,16.9,available,0,5451
Bacanie & Lichide,Bacanie & Lichide,11000937,Adaos alimentar Vegeta 125g,Vegeta,5.99,available,0,5452
Bacanie & Lichide,Bacanie & Lichide,14525254,Conserva somon in sos mexican 170g,Navodul Plin,11.9,available,0,5453
Bacanie & Lichide,Bacanie & Lichide,10507991,Crema de whisky Bailey's 0.7L + cana,Bailey's,122.9,available,0,5454
Bacanie & Lichide,Bacanie & Lichide,11015948,Esenta de rom Dr. Oetker 38ml,Dr. Oetker,4.99,available,0,5455
Bacanie & Lichide,Bacanie & Lichide,11015950,Esenta de vanilie Dr. Oetker 38ml,Dr. Oetker,4.99,available,0,5456
Bacanie & Lichide,Bacanie & Lichide,11015949,Esenta De lamaie Dr. Oetker 38ml,Dr. Oetker,4.99,available,0,5457
Bacanie & Lichide,Bacanie & Lichide,11015951,Esenta de migdale Dr. Oetker 38ml,Dr. Oetker,4.99,available,0,5458
Bacanie & Lichide,Bacanie & Lichide,14500189,Esenta de cafea Dr. Oetker 38ml,Dr. Oetker,4.99,available,0,5459
Bacanie & Lichide,Bacanie & Lichide,11014378,"Ketchup Heinz, 570g",Heinz,12.5,available,0,5460
Bacanie & Lichide,Bacanie & Lichide,14507503,"Ketchup de rosii picant, Heinz, 570g",Heinz,12.5,available,0,5461
Bacanie & Lichide,Bacanie & Lichide,14505471,Cimbru Fuchs 14g,Fuchs,2.99,available,0,5462
Bacanie & Lichide,Bacanie & Lichide,11009370,Amestec de condimente pentru carnati Fuchs 20 g,Fuchs,3.59,available,0,5463
Bacanie & Lichide,Bacanie & Lichide,11008768,Condiment pentru Chiftele Fuchs 25g,Fuchs,2.99,available,0,5464
Bacanie & Lichide,Bacanie & Lichide,11008744,Foi de dafin Fuchs 7.5 g,Fuchs,3.39,available,0,5465
Bacanie & Lichide,Bacanie & Lichide,14522285,Serpentelli Carrefour Classic 400g,Carrefour Classic,3.29,available,0,5466
Bacanie & Lichide,Bacanie & Lichide,14525316,Prajitura tiramisu Today 45g,Elvan,2.45,available,0,5467
Bacanie & Lichide,Bacanie & Lichide,14525315,Prajitura urs Today cu crema de cacao 45g,Elvan,2.59,available,0,5468
Bacanie & Lichide,Bacanie & Lichide,14525208,"Snack bio Rice&Rice cu cocos si cacao, fara gluten, 25g",Rice&Rice,13.5,available,0,5469
Bacanie & Lichide,Bacanie & Lichide,10508050,Sampanie Charles de Courance 0.75L,Charles de Courance,193.9,available,0,5470
Bacanie & Lichide,Bacanie & Lichide,11020336,Soia texturat felii SanoVita 100g,Sanovita,4.55,available,0,5471
Bacanie & Lichide,Bacanie & Lichide,14003699,"Rondele de paine cu rosii, masline si oregano Bake Rolls, 80g",7Days,3.89,available,0,5472
Bacanie & Lichide,Bacanie & Lichide,10508043,"Whisky Jameson Irish 40%, 0.5L",Jameson,66.5,available,0,5521
Bacanie & Lichide,Bacanie & Lichide,11013042,Rasnita Kotany piper negru mozaic boabe 36g,Kotanyi,11.5,available,0,5522
Bacanie & Lichide,Bacanie & Lichide,11013061,Condimente Carnati Kamis 25 g,Kamis,4.39,available,0,5523
Bacanie & Lichide,Bacanie & Lichide,14523967,"Seminte de floarea soarelui albe Djili, coapte cu sare 110g",Djili,6.99,available,0,5524
Bacanie & Lichide,Bacanie & Lichide,14525046,Ciocolata Amaruie Heidi cu Mere verzi 80g,Heidi,8.65,available,0,5525
Bacanie & Lichide,Bacanie & Lichide,10507972,"Whisky Woodford Reserve 43.2%, 0.7L",Woodford Reserve,176.9,available,0,5526
Bacanie & Lichide,Bacanie & Lichide,14509146,Sos soia Kikkoman 150ml,Kikkoman,17.9,available,0,5527
Bacanie & Lichide,Bacanie & Lichide,14507737,File Macrou Nemo cu sos de rosii 170g,Nemo,13.5,available,0,5528
Bacanie & Lichide,Bacanie & Lichide,14507738,File Macrou Nemo in ulei 170g,Nemo,12.9,available,0,5529
Bacanie & Lichide,Bacanie & Lichide,10507730,Vin rose Reflets de France Reserve de Monrouby 3L,Reflets de France,59.9,available,0,5530
Bacanie & Lichide,Bacanie & Lichide,14525003,Praline Esprit de Fete 300g,Esprit de Fete,51.9,available,0,5531
Bacanie & Lichide,Bacanie & Lichide,14520752,Praline cu cirese Esprit de Fete 205g,Esprit de Fete,26.9,available,0,5532
Bacanie & Lichide,Bacanie & Lichide,14524128,Nuga cu arahide Carrefour Extra 60g,Carrefour Extra,3.59,available,0,5533
Bacanie & Lichide,Bacanie & Lichide,14523250,Praline ciocolata neagra Nestle 348g,Nestle,69.7,available,0,5534
Bacanie & Lichide,Bacanie & Lichide,10508003,"Pachet whisky Jim Beam, 40%, 0.7L + Bautura Carbogazoasa Thomas Henry Ginger Ale, 2 x 0.2L",Jim Beam,88.9,available,0,5535
Bacanie & Lichide,Bacanie & Lichide,10507999,"Vodca Absolut Mosaik, Limited Edition, 40%, 0.7L",Absolut,71.5,available,0,5536
Bacanie & Lichide,Bacanie & Lichide,10507536,"Pachet rom Bacardi Spiced, vol. 35%, 0.7 L + pahar",Bacardi,71.5,available,0,5537
Bacanie & Lichide,Bacanie & Lichide,10507993,"Pachet Hugo sirop soc Monin, 700 ml + Prosecco Grande Vento, 750 ml",Grande Vento,101.9,available,0,5538
Bacanie & Lichide,Bacanie & Lichide,14524778,Ceai infuzie fructe Basilur cutie metal 30g,Basilur,14.9,available,0,5539
Bacanie & Lichide,Bacanie & Lichide,10508005,Lichior  Florentino Gusto Limoncello 0.5L,Florentino,23.9,available,0,5540
Bacanie & Lichide,Bacanie & Lichide,11012869,"Praline de ciocolata cu cireasa intreaga in lichior Mon Cheri, 15 praline, 157g",Ferrero,16.9,available,0,5541
Bacanie & Lichide,Bacanie & Lichide,11012785,"Praline crocante cu nuca de cocos si migdale Raffaello, 40g",Raffaello,4.89,available,0,5542
Bacanie & Lichide,Bacanie & Lichide,14003847,"Praline Ferrero Rocher, 4 bomboane, 50g",Ferrero,9.95,available,0,5543
Bacanie & Lichide,Bacanie & Lichide,14503305,"Praline Ferrero Rocher Collection, 15 bomboane/cutie, 172g",Ferrero,31.9,available,0,5544
Bacanie & Lichide,Bacanie & Lichide,11020123,Bomboane de ciocolata Mon Cheri cu umplutura de lichior si cirese intregi 52.5 g,Mon Cheri,8.49,available,0,5545
Bacanie & Lichide,Bacanie & Lichide,14509147,Ciocolata Kinder Country cu umplutura de lapte si cereale 94g,Kinder,8.46,available,0,5546
Bacanie & Lichide,Bacanie & Lichide,14522043,Bomboane de ciocolata Merci Winter 250g,Merci,23.9,available,0,5547
Bacanie & Lichide,Bacanie & Lichide,14513923,Sticla cu bomboane de ciocolata Celebrations 312g,Celebrations,56.6,available,0,5548
Bacanie & Lichide,Bacanie & Lichide,14523613,Sos de usturoi Hellmann's 250ml,Hellmann s,12.5,available,0,5549
Bacanie & Lichide,Bacanie & Lichide,14011924,Corn chips Riso Vital Clasic 60g,Riso Vital,4.69,available,0,5550
Bacanie & Lichide,Bacanie & Lichide,14004307,Halva cu cacao Feleacul 400g,Feleacul,14.1,available,0,5551
Bacanie & Lichide,Bacanie & Lichide,14525355,Sos maioneza La Minut 250g,La Minut,10.4,available,0,5552
Bacanie & Lichide,Bacanie & Lichide,11015100,Condiment pentru toba Cosmin 20g,Cosmin,2.29,available,0,5553
Bacanie & Lichide,Bacanie & Lichide,11013062,Condimente pentru carnati Galeo 25 g,Galeo,1.95,available,0,5554
Bacanie & Lichide,Bacanie & Lichide,11016672,Condimente pentru vin fiert Galeo 20g,Galeo,2.25,available,0,5555
Bacanie & Lichide,Bacanie & Lichide,11000731,Condimente carne tocata Galeo 20g,Galeo,2.09,available,0,5556
Bacanie & Lichide,Bacanie & Lichide,11011822,Condimente pentru sarmale Galeo 20G,Galeo,1.69,available,0,5557
Bacanie & Lichide,Bacanie & Lichide,11016480,Condimente pentru chiftele Galeo 20g,Galeo,1.69,available,0,5558
Bacanie & Lichide,Bacanie & Lichide,14003439,Adaos alimentar Vegeta Gust De Gaina 75G,Vegeta,3.75,available,0,5559
Bacanie & Lichide,Bacanie & Lichide,11006622,Adaos alimentar Vegeta Legume 75g,Vegeta,3.85,available,0,5560
Bacanie & Lichide,Bacanie & Lichide,10508004,Pachet Zarea 7 stele 0.7L + Pahar,Zarea,75.5,available,0,5561
Bacanie & Lichide,Bacanie & Lichide,10508002,Lichior Florentino Gusto Cappucino 0.5L,Florentino,20.9,available,0,5562
Bacanie & Lichide,Bacanie & Lichide,10508009,Lichior Mozart cu ciocolata 0.5L + pahar,,50.9,available,0,5563
Bacanie & Lichide,Bacanie & Lichide,10507992,Vodca Tazovsky 0.7L + 2 pahare,Tazovsky,47.5,available,0,5564
Bacanie & Lichide,Bacanie & Lichide,14524425,Cafea boabe Carrefour Classic 1kg,Carrefour Classic,71.5,available,0,5565
Bacanie & Lichide,Bacanie & Lichide,14522426,Carne de porc in suc propriu Sadu 300g,Sadu,10.9,available,0,5566
Bacanie & Lichide,Bacanie & Lichide,14507651,Calamar in ulei Kfg 80g,Franz Josef,11.9,available,0,5567
Bacanie & Lichide,Bacanie & Lichide,14507652,Calamar in ulei Kfg cu aroma de usturoi 80g,Franz Josef,11.9,available,0,5568
Bacanie & Lichide,Bacanie & Lichide,10004950,Bautura racoritoare necarbonatata Prigat cu piersici 0.5L,Prigat,5.25,available,0,5761
Bacanie & Lichide,Bacanie & Lichide,10002937,Bautura racoritoare necarbonatata Fruttia Limonada 1.5L,Fruttia,5.75,available,0,5762
Bacanie & Lichide,Bacanie & Lichide,10003269,Bautura racoritoare necarbonatata Fruttia Delicio cu pere 1.5L,Fruttia,7.79,available,0,5763
Bacanie & Lichide,Bacanie & Lichide,10004944,Bautura racoritoare necarbonatata Fruttia Delicio cu portocale 1.5L,Fruttia,5.75,available,0,5764
Bacanie & Lichide,Bacanie & Lichide,10003019,Bautura racoritoare necarbogazoasa Cappy Pulpy de portocale 1.5L,Cappy,9.49,available,0,5765
Bacanie & Lichide,Bacanie & Lichide,10003028,Bautura racoritoare necarbogazoasa Cappy Pulpy de grepfrut 1.5L,Cappy,8.95,available,0,5766
Bacanie & Lichide,Bacanie & Lichide,10003063,Bautura racoritoare necarbogazoasa Cappy Pulpy de piersici 1.5L,Cappy,9.49,available,0,5767
Bacanie & Lichide,Bacanie & Lichide,10002787,Bautura racoritoare necarbogazoasa Prigat de visine 0.5L,Prigat,5.25,available,0,5768
Bacanie & Lichide,Bacanie & Lichide,10004943,Bautura racoritoare necarbonatata Fruttia Delicio cu fructe 1.5L,Fruttia,5.75,available,0,5769
Bacanie & Lichide,Bacanie & Lichide,10003617,Limonada Dellos 1L,Dellos,6.05,available,0,5770
Bacanie & Lichide,Bacanie & Lichide,10002862,Limonada Merlin's Lemonade No. 2 lime & mint 0.6 L,Merlin's,5.95,available,0,5771
Bacanie & Lichide,Bacanie & Lichide,10004196,Bautura racoritoare cu Alvera Original Aloe Vera 1.5 L,Alvera,13.9,available,0,5772
Bacanie & Lichide,Bacanie & Lichide,10004192,Bautura necarbonatata Queen Aloe Vera 1.5L,Queen,11.5,available,0,5773
Bacanie & Lichide,Bacanie & Lichide,10005007,Bautura necarbogazoasa Santal Ace cu fructe exotice & morcov 1.5L,Santal,8.69,available,0,5774
Bacanie & Lichide,Bacanie & Lichide,10003122,Bautura racoritoare necarbonatata Santal Top cu aroma de rodii 1.5 l,Santal,8.45,available,0,5775
Bacanie & Lichide,Bacanie & Lichide,10004224,Bautura necarbonatata Queen Aloe Vera si ananas 1.5L,Queen,11.5,available,0,5776
Bacanie & Lichide,Bacanie & Lichide,10004194,Bautura necarbonatata Queen Aloe Vera si mango 1.5L,Queen,11.5,available,0,5777
