list,category,id,name,brand,price,dimension10,metric5,position
Bacanie & Lichide,Bacanie & Lichide,10002869,"Whisky J&B Rare, 0.7 L + 2 pahare",J&B,49.99,available,0,819
Bacanie & Lichide,Bacanie & Lichide,10004865,"Scotch Whisky Johnnie Walker Black Label  0.7l, 40% alcool+ 2 pahare",Johnnie Walker,95.99,available,0,820
Bacanie & Lichide,Bacanie & Lichide,10004792,"Vodca Stalinskaya 40% alc., 0.5L",Stalinskaya,23.99,available,0,821
Bacanie & Lichide,Bacanie & Lichide,10002853,"Vin spumant alb, sec, Silvania Premium lux, 0.75L",Podgoria Silvania,45.9,available,0,822
Bacanie & Lichide,Bacanie & Lichide,10002854,"Vin spumant alb, brut natur, Silvania Premium lux, 0.75L",Podgoria Silvania,45.9,available,0,823
Bacanie & Lichide,Bacanie & Lichide,10003908,"Vin spumant alb, demisec, Silvania Premium lux, 0.75L",Podgoria Silvania,45.9,available,0,824
Bacanie & Lichide,Bacanie & Lichide,10002852,"Vin spumant alb, dulce, Silvania Premium lux, 0.75L",Podgoria Silvania,45.9,available,0,825
Bacanie & Lichide,Bacanie & Lichide,10004204,"Vin spumant Zarea Royal Gold 23k, rose, 0.75L",Zarea,28.4,available,0,826
Bacanie & Lichide,Bacanie & Lichide,10004103,"Vin spumant Rose Silvania, Brut, 0.75L",Podgoria Silvania,45.9,available,0,827
Bacanie & Lichide,Bacanie & Lichide,10003990,Vin spumant Zarea Royal Gold 0.75l,Zarea,28.4,available,0,828
Bacanie & Lichide,Bacanie & Lichide,10004065,Rom 35%alcool Havana Club Spiced 0.70L,Havana,65.99,available,0,829
Bacanie & Lichide,Bacanie & Lichide,10004607,Vin alb Feteasca Alba Premiat 0.75L,Premiat,7.9,available,0,830
Bacanie & Lichide,Bacanie & Lichide,10508085,"Vin alb Lambrusco Chiarli, demidulce, 0.75 L",Chiarli Lambrusco,23.9,available,0,831
Bacanie & Lichide,Bacanie & Lichide,10508082,Vin spumant rose dulce Chiarli Lambrusco 0.75L,Chiarli Lambrusco,23.9,available,0,832
Bacanie & Lichide,Bacanie & Lichide,10004610,Vin rose Premiat demisec 0.75L,Premiat,7.9,available,0,833
Bacanie & Lichide,Bacanie & Lichide,10004804,Crema de whiskey Bailey's 0.7L,Bailey's,75.99,available,0,834
Bacanie & Lichide,Bacanie & Lichide,10002681,"Lichior Malibu 21% alc., 0.7L",Malibu,65.99,available,0,835
Bacanie & Lichide,Bacanie & Lichide,14522440,Gogosari in otet Simpl 680g,Simpl,6.19,available,0,836
Bacanie & Lichide,Bacanie & Lichide,14501936,Tomate pasate Carrefour Classic 690g,Carrefour Classic,5.59,available,0,837
Bacanie & Lichide,Bacanie & Lichide,10002873,"Vin alb, La Cetate Sauvignon Blanc, 0.75L",Crama Oprisor,29.9,available,0,840
Bacanie & Lichide,Bacanie & Lichide,10004846,"Vin alb, La Cetate Chardonnay, 0.75L",Crama Oprisor,29.9,available,0,842
Bacanie & Lichide,Bacanie & Lichide,10002899,"Vin alb sec, Princiar Sauvignon Blanc, 0.75L",Domeniile Tohani,28.9,available,0,843
Bacanie & Lichide,Bacanie & Lichide,10004297,Vin alb demisec Budureasca Clasic Tamaioasa Romaneasca 0.75L,Budureasca,23.9,available,0,844
Bacanie & Lichide,Bacanie & Lichide,10003109,"Vin rose demisec, Princiar, 0.75L",Domeniile Tohani,28.9,available,0,846
Bacanie & Lichide,Bacanie & Lichide,10003980,"Vin spumant rose Prosecco, extra dry, Machio Rose , 0.75L",,34.9,available,0,847
Bacanie & Lichide,Bacanie & Lichide,10003715,"Vin spumant alb, Prosecco Maschio DOC Millesimato, 0.75L",,34.9,available,0,848
Bacanie & Lichide,Bacanie & Lichide,10002900,"Vin rosu sec, Princiar Feteasca Neagra, 0.75L",Domeniile Tohani,28.9,available,0,854
Bacanie & Lichide,Bacanie & Lichide,10004295,Vin rosu Budureasca Clasic Feteasca Neagra Demisec 2019,Budureasca,23.9,available,0,855
Bacanie & Lichide,Bacanie & Lichide,10005569,"Vin Alb Domeniile Davidescu Viorica & Pinot Grigio, Sec 0.75L",Domeniile Davidescu,31.9,available,0,856
Bacanie & Lichide,Bacanie & Lichide,10005571,"Vin Alb Domeniile Davidescu, Aligote & Muscat Ottonel, Sec, 0.75L",Domeniile Davidescu,31.9,available,0,857
Bacanie & Lichide,Bacanie & Lichide,10005681,"Vin alb Domeniile Davidescu, Sauvignon Blanc & Chardonnay, sec 0.75L",Domeniile Davidescu,31.9,available,0,858
Bacanie & Lichide,Bacanie & Lichide,10005567,"Vin Rosu, Domeniile Davidescu, Feteasca Neagra & Malbec sec 0.75L",Domeniile Davidescu,31.9,available,0,859
Bacanie & Lichide,Bacanie & Lichide,10005566,"Vin rose , Domeniile Davidescu, Rara Neagra sec 0.75L",Domeniile Davidescu,31.9,available,0,860
Bacanie & Lichide,Bacanie & Lichide,10005568,"Vin rosu sec Domenille Davidescu Rara Neagra & Saperavi, 13.5%, 0.75 L",Domeniile Davidescu,31.9,available,0,861
Bacanie & Lichide,Bacanie & Lichide,15507406,Smantana Uht Pt Gatit LaDorna 20% 200ml,LaDorna,5.45,available,0,862
Bacanie & Lichide,Bacanie & Lichide,14525830,Pachet cadou Celine,CELINE,129.99,available,0,863
Bacanie & Lichide,Bacanie & Lichide,52000522,Frisca UHT Hulala 500ML,Hulala,10.79,available,0,864
Bacanie & Lichide,Bacanie & Lichide,10504708,"Vin Rosu San Marzano Talo Negroamaro Salento, 0.75l",San Marzano,46.9,available,0,913
Bacanie & Lichide,Bacanie & Lichide,10507413,Vin rosu sec Serafim Feteasca Neagra 0.75L,Serafim,30.9,available,0,914
Bacanie & Lichide,Bacanie & Lichide,10507475,Sampanie NV Louis Roederer Collection 243 Blend 0.75L,Louis Roederer,310.9,available,0,915
Bacanie & Lichide,Bacanie & Lichide,10507477,Vin rose demisec Crama Noua Merlot 0.75L,Crama Noua,18.9,available,0,916
Bacanie & Lichide,Bacanie & Lichide,10507561,Vin spumant rosu Riunite Lambrusco Emilia 0.75L,Riunite,18.9,available,0,917
Bacanie & Lichide,Bacanie & Lichide,12000209,"Bere blonda Tuborg, doza, 0.5L",Tuborg,3.53,available,0,918
Bacanie & Lichide,Bacanie & Lichide,10507848,"Vin Spumant 958 Santero Britto Romero, 0.75L",958 Santero,48.9,available,0,919
Bacanie & Lichide,Bacanie & Lichide,12005275,"Bere blonda Tuborg, 6buc x 0.5L",Tuborg,17.65,available,0,920
Bacanie & Lichide,Bacanie & Lichide,10004411,"Whisky Single Malt Singleton Malt Masters, 40% alc., 0.7L",Singleton,149.99,available,0,921
Bacanie & Lichide,Bacanie & Lichide,10004474,Bere blonda Tuborg 4pack doze 0.5L,Tuborg,11.99,available,0,922
Bacanie & Lichide,Bacanie & Lichide,14525740,Sos Tomi Fabulosul Burger 440g,Tomi,12.3,available,0,923
Bacanie & Lichide,Bacanie & Lichide,10005022,Bere Tuborg 6buc x 0.5L,Tuborg,17.65,available,0,924
Bacanie & Lichide,Bacanie & Lichide,10503163,"Vin rose sec, Budureasca Premium, 0.75L",Budureasca,35.9,available,0,925
Bacanie & Lichide,Bacanie & Lichide,10000093,"Vin rosu, Trapiche Oak Cask Malbec, 0.75L",Trapiche,66.9,available,0,926
Bacanie & Lichide,Bacanie & Lichide,10505826,"Vin alb sec, Privilegium Feteasca Alba, 0.75L",Domeniul Ciumbrud,30.9,available,0,927
Bacanie & Lichide,Bacanie & Lichide,10000506,"Vin rosu Merlot Rapsod-Ceptura, sec, 0.75 L",Rotenberg,19.9,available,0,928
Bacanie & Lichide,Bacanie & Lichide,10505224,"Vin rose sec, Stih, 0.75L",Licorna,24.9,available,0,929
Bacanie & Lichide,Bacanie & Lichide,10505227,"Vin alb, Serafim Sauvignon Blanc, 0.75L",Licorna,29.9,available,0,930
Bacanie & Lichide,Bacanie & Lichide,10505231,"Vin rosu, Serafim Cabernet Sauvignon, 0.75L",Licorna,30.9,available,0,931
Bacanie & Lichide,Bacanie & Lichide,10505459,"Vin rose sec Aurelia Visinescu, Nomad rose, 0.75L",Aurelia Visinescu,24.9,available,0,932
Bacanie & Lichide,Bacanie & Lichide,10000128,"Vin rosu, La Cetate Cabernet Sauvignon, 0.75L",Crama Oprisor,29.9,available,0,933
Bacanie & Lichide,Bacanie & Lichide,10503941,"Vin rosu sec, Domeniile Vinarte, 0.75L",Vinarte,23.9,available,0,934
Bacanie & Lichide,Bacanie & Lichide,10504170,"Vin rosu sec, Alira Tribes Merlot, Winero Crama, 2015, 0.75L",Alira,50.9,available,0,935
Bacanie & Lichide,Bacanie & Lichide,10505877,"Vin alb demidulce, Pietroasa Research&Innovation, Tamaioasa Romaneasca&Grasa, 0.75L",Bodega Pietroasa,20.9,available,0,936
Bacanie & Lichide,Bacanie & Lichide,10505908,"Vin rose sec, Soare, 0.75L",Vinarte,42.9,available,0,937
Bacanie & Lichide,Bacanie & Lichide,10504778,"Vin rosu sec, Avincis Cuvee Andrei, 0.75L",Avincis,60.9,available,0,938
Bacanie & Lichide,Bacanie & Lichide,10505468,"Vin rosu sec, Avincis Pinot Noir, 0.75L",Avincis,56.9,available,0,939
Bacanie & Lichide,Bacanie & Lichide,10505181,"Vin alb sec, Corcova Reserve Cuveee Racoveanu, 0.75L",Corcova,57.9,available,0,940
Bacanie & Lichide,Bacanie & Lichide,10505182,"Vin rosu sec, Corcova Reserve Syrah, 0.75L",Corcova,58.9,available,0,941
Bacanie & Lichide,Bacanie & Lichide,10505476,"Vin alb sec, Issa Sauvignon Blanc, 0.75L",,42.9,available,0,942
Bacanie & Lichide,Bacanie & Lichide,10504555,"Vin rosu sec, Basilescu Autentique cupaj Prince Mircea, sec, 0.75 L",Basilescu,53.9,available,0,943
Bacanie & Lichide,Bacanie & Lichide,10506040,"Vin rosu sec, Tata si Fiul Merlot barrique, 0.75L",Tata & Fiul,29.9,available,0,944
Bacanie & Lichide,Bacanie & Lichide,10504751,"Vin rosu sec, Negru de Ceptura, 2017, 0.75L",Crama Ceptura,51.9,available,0,945
Bacanie & Lichide,Bacanie & Lichide,10506410,"Vin alb sec, Negrini Premium Sauvignon Blanc & Feteasca Regala, 075L",Negrini,33.9,available,0,946
Bacanie & Lichide,Bacanie & Lichide,10506409,"Vin rose sec, Negrini Premium Rose, 0.75l",Negrini,33.9,available,0,947
Bacanie & Lichide,Bacanie & Lichide,10506408,"Vin rosu sec, Negrini Premium Cabernet Sauvignon, 0.75L",Negrini,33.9,available,0,948
Bacanie & Lichide,Bacanie & Lichide,10506407,"Vin rosu sec, Negrini Premium Merlot, 0.75L",Negrini,33.9,available,0,949
Bacanie & Lichide,Bacanie & Lichide,10506324,"Vin rosu sec, Domeniul Bogdan Patrar Syrah Biodinamic, 0.75L",Domeniul Bogdan,153.9,available,0,950
Bacanie & Lichide,Bacanie & Lichide,10506325,Vin rosu sec Domeniul Bogdan Patrar Merlot Biodinamic 0.75L,Domeniul Bogdan,153.9,available,0,951
Bacanie & Lichide,Bacanie & Lichide,10503906,Vin alb Vinul Cavalerului Chardonnay Serve Ceptura 0.75L,Crama Ceptura,24.9,available,0,952
Bacanie & Lichide,Bacanie & Lichide,12002035,Vin alb sec Vinul Cavalerului Sauvignon Blanc 0.75L,Crama Ceptura,23.9,available,0,953
Bacanie & Lichide,Bacanie & Lichide,12005114,"Vin rosu sec Vinul Cavalerului Serve, Feteasca Neagra 2015, 0.75L",Serve,23.9,available,0,954
Bacanie & Lichide,Bacanie & Lichide,10503517,"Vin rosu Serve Vinul Cavalerului Cabernet Sauvignon, Sec, 0.75l",Serve,23.9,available,0,955
Bacanie & Lichide,Bacanie & Lichide,12000794,"Vin rose Serve Vinul Cavalerului, Sec, 0.75l",Serve,24.9,available,0,956
Bacanie & Lichide,Bacanie & Lichide,10501684,Vin Rosu Cricova Cabernet Sauvignon Sec 0.75l,Cricova,24.9,available,0,957
Bacanie & Lichide,Bacanie & Lichide,10506722,"Vin rose Sceptrus, Pinot Noir & Cabernet Sauvignon, Sec, 0.75L",Beciul Domnesc,30.9,available,0,958
Bacanie & Lichide,Bacanie & Lichide,10506518,Vin rosu Sigillum Moldaviae Feteasca Neagra Demisec 0.75L,Beciul Domnesc,15.9,available,0,959
Bacanie & Lichide,Bacanie & Lichide,10504634,"Vin rosu Hermeziu Te Ispiteste, Cabernet Sauvignon, sec, 0.75L",Crama Hermeziu,32.9,available,0,960
Bacanie & Lichide,Bacanie & Lichide,10505427,"Vin rosu sec, Alira Grand Feteasca neagra, 0.75L",Alira,44.9,available,0,1009
Bacanie & Lichide,Bacanie & Lichide,10506603,Vin rosu sec Zaiafet Cabernet Sauvignon 0.75L,Zaiafet,17.9,available,0,1010
Bacanie & Lichide,Bacanie & Lichide,10502276,"Vin spumant Casa Panciu, rosu demisec 0.75L",Casa Panciu,19.9,available,0,1011
Bacanie & Lichide,Bacanie & Lichide,10506815,"Vin Rosu Cricova Tramonto, Rara Neagra, Sec, 0.75l",Cricova,27.9,available,0,1012
Bacanie & Lichide,Bacanie & Lichide,10506524,Vin rosu Comoara Pivnitei Feteasca Neagra Sec 0.75L,Beciul Domnesc,69.9,available,0,1013
Bacanie & Lichide,Bacanie & Lichide,10506809,"Vin rosu Alira Cabernet Sauvignon, Sec, 0.75L",Alira,34.9,available,0,1014
Bacanie & Lichide,Bacanie & Lichide,10503120,"Vin alb, Eclipse Basilescu, Sauvignon Blanc Sec, 0,75l",Basilescu,25.9,available,0,1015
Bacanie & Lichide,Bacanie & Lichide,10504822,"Vin Spumant Angelli Cuvee Gold Sleeve Edition, Dulce, 0.75l",Angelli,20.9,available,0,1016
Bacanie & Lichide,Bacanie & Lichide,10507032,"Vin rose Panciu Riserva, Demisec, 0.75L",Casa Panciu,25.9,available,0,1017
Bacanie & Lichide,Bacanie & Lichide,10501821,"Vin Alb Garling Stradivari, Traminer, Demisec, 0.75l",Stradivari,25.9,available,0,1018
Bacanie & Lichide,Bacanie & Lichide,10507404,Vin spumant Zarea Royal Gold 23k 1.5L,Zarea,78.9,available,0,1019
Bacanie & Lichide,Bacanie & Lichide,10507655,Vin rosu sec Teleki Villanyi Portugieser 0.75L,Teleki,20.9,available,0,1020
Bacanie & Lichide,Bacanie & Lichide,10500692,Vin spumant rose Martini 0.2 l,Martini,17.9,available,0,1021
Bacanie & Lichide,Bacanie & Lichide,10003556,"Bautura aperitiv Aperol 0.7L  + Prosecco Cinzano 0.7L, 11% alcool",Cinzano,82.99,available,0,1022
Bacanie & Lichide,Bacanie & Lichide,10005975,Whisky Powers Gold 0.7L,Powers Gold,109.99,available,0,1023
Bacanie & Lichide,Bacanie & Lichide,10004608,Pelin Dealu Verde Alb 0.75L,Dealu Verde,12.5,available,0,1024
Bacanie & Lichide,Bacanie & Lichide,14525831,Pachet cadou Leya,Leya,129.99,available,0,1025
Bacanie & Lichide,Bacanie & Lichide,23506541,Cozonac Mozaic Carrefour Extra cu nuca si cacao 600g,Carrefour Extra,24.99,available,0,1026
Bacanie & Lichide,Bacanie & Lichide,10000823,"Vin alb Chardonnay Prestige Cricova, sec, 0.75 L",Cricova,30.9,available,0,1027
Bacanie & Lichide,Bacanie & Lichide,10505226,"Vin rosu sec, Stih Cabernet Sauvignon, 0.75L",Licorna,30.9,available,0,1028
Bacanie & Lichide,Bacanie & Lichide,10505230,"Vin rosu, Serafim Merlot, 0.75L",Licorna,31.9,available,0,1029
Bacanie & Lichide,Bacanie & Lichide,10001269,"Vin rosu sec, Purcari 1827, Rara neagra de Purcari, 0.75L",Purcari,32.9,available,0,1030
Bacanie & Lichide,Bacanie & Lichide,10000937,"Vin rose sec, Purcari 1827, 0.75L",Purcari,32.9,available,0,1031
Bacanie & Lichide,Bacanie & Lichide,10502633,"Vin alb sec, Purcari 1827, Pinot Grigio, 0.75L",Purcari,29.5,available,0,1032
Bacanie & Lichide,Bacanie & Lichide,10505979,"Vin rosu, Frescobaldi Nipozzano Chianti Rufina, 0.75L",Frescobaldi,106.9,available,0,1033
Bacanie & Lichide,Bacanie & Lichide,12004545,"Vin alb sec, Purcari 1827, Sauvignon Blanc, 0.75L",Purcari,29.5,available,0,1034
Bacanie & Lichide,Bacanie & Lichide,12004543,"Vin alb sec, Purcari 1827, Chardonnay, 0,75L",Purcari,29.5,available,0,1035
Bacanie & Lichide,Bacanie & Lichide,10502173,"Vin rosu Metamorfosis Feteasca Neagra, sec, 0.75 L",Viile Metamorfosis,27.9,available,0,1036
Bacanie & Lichide,Bacanie & Lichide,10506680,"Vin alb sec Pivnita Savu Sauvignon Blanc, 0.75L",Pivnita Savu,34.9,available,0,1037
Bacanie & Lichide,Bacanie & Lichide,10506679,"Vin alb sec Pivnita Savu Feteasca Regala, 0.75L",Pivnita Savu,34.9,available,0,1038
Bacanie & Lichide,Bacanie & Lichide,12006164,Vin alb sec Vinul Cavalerului Feteasca Alba 0.75L,Crama Ceptura,24.9,available,0,1039
Bacanie & Lichide,Bacanie & Lichide,12000792,"Vin Alb Serve Vinul Cavalerului Riesling, Sec, 0.75l",Crama Ceptura,24.9,available,0,1040
Bacanie & Lichide,Bacanie & Lichide,12006344,Vin spumant Jidvei Margaritar Alb Demisec 0.75L,Jidvei,25.9,available,0,1041
Bacanie & Lichide,Bacanie & Lichide,10504198,"Vin rose Sigillum Moldaviae, Busuioaca de Bohotin, Demidulce, 0.75L",Beciul Domnesc,16.9,available,0,1042
Bacanie & Lichide,Bacanie & Lichide,10504197,"Vin alb Sigillum Moldaviae, Muscat Ottonel, demisec 0.75L",Beciul Domnesc,16.9,available,0,1043
Bacanie & Lichide,Bacanie & Lichide,10504199,"Vin alb Sigillum Moldaviae, Tamaioasa Romaneasca, dulce 0.75L",Beciul Domnesc,16.9,available,0,1044
Bacanie & Lichide,Bacanie & Lichide,10504190,Vin rosu Grand Reserve Cabernet Sauvignon Sec 0.75L,Beciul Domnesc,33.9,available,0,1045
Bacanie & Lichide,Bacanie & Lichide,10504214,Vin rosu Sigillum Moldaviae Pinot Noir Demidulce 0.75L,Beciul Domnesc,16.9,available,0,1046
Bacanie & Lichide,Bacanie & Lichide,10503016,"Vin rose Jidvei Grigorescu rose, demisec  0.75 l",Jidvei,17.5,available,0,1047
Bacanie & Lichide,Bacanie & Lichide,12002733,"Vin alb Jidvei Grigorescu Gewurztraminer, demisec, 0.75 l",Jidvei,17.5,available,0,1048
Bacanie & Lichide,Bacanie & Lichide,10507002,Vin rosu Torres Altos Ibericos Crianza Sec 0.75L,Torres,57.9,available,0,1049
Bacanie & Lichide,Bacanie & Lichide,10504008,"Vin Spumant Rose Angelli Cuvee Deluxe, Extra Sec, 0.75l",Angelli,33.9,available,0,1050
Bacanie & Lichide,Bacanie & Lichide,14514696,Arahide Nutline prajite sarate 135g,Nutline,7.99,available,0,1051
Bacanie & Lichide,Bacanie & Lichide,14515429,"Arahide Nutline, extra rumenite 135g",Nutline,7.99,available,0,1052
Bacanie & Lichide,Bacanie & Lichide,14517562,"Arahide prajite Nutline, cu miere 135g",Nutline,7.99,available,0,1053
Bacanie & Lichide,Bacanie & Lichide,14521519,Arahide la cuptor Nutline 135g,Nutline,7.99,available,0,1054
Bacanie & Lichide,Bacanie & Lichide,10507283,Vin alb demidulce Lyska Tokaj 0.75L,Tokaj,24.9,available,0,1055
Bacanie & Lichide,Bacanie & Lichide,11005949,Ton Rio Mare in ulei masline 160g,Rio Mare,16.95,available,0,1056
Bacanie & Lichide,Bacanie & Lichide,11005950,Ton Rio Mare in suc natural 160g,Rio Mare,16.95,available,0,1057
Bacanie & Lichide,Bacanie & Lichide,11014503,"Ton in ulei masline Rio Mare 3x160g, 480g",Rio Mare,38.98,available,0,1058
Bacanie & Lichide,Bacanie & Lichide,11014504,"Ton in suc natural Rio Mare 3x160g, 480g",Rio Mare,38.99,available,0,1059
Bacanie & Lichide,Bacanie & Lichide,11018944,Rosii decojite Mutti 400 g,Mutti,5.9,available,0,1060
Bacanie & Lichide,Bacanie & Lichide,10505066,Suc Ana Are de mere si afine 1L,Ana Are,10.1,available,0,1061
Bacanie & Lichide,Bacanie & Lichide,10505067,Suc Ana Are de mere si catina 1L,Ana Are,10.1,available,0,1062
Bacanie & Lichide,Bacanie & Lichide,10505071,Suc Ana Are de struguri si catina 1L,Ana Are,10.1,available,0,1063
Bacanie & Lichide,Bacanie & Lichide,14524750,Ton in ulei de masline Rio Mare Filod'Olio 120g,Rio Mare,16.95,available,0,1064
Bacanie & Lichide,Bacanie & Lichide,10002886,"Bautura spirtoasa Jagermeister 1L, 35%",Jagermeister,69.99,available,0,1067
Bacanie & Lichide,Bacanie & Lichide,10005832,Vin alb sec Purcari Chardonnay 0.75L,Purcari,29.5,available,0,1068
Bacanie & Lichide,Bacanie & Lichide,10005558,Vin alb sec Pucari Viorica 0.75L,Purcari,32.9,available,0,1069
Bacanie & Lichide,Bacanie & Lichide,10005833,Vin alb sec Purcari Sauvignon Blanc 0.75L,Purcari,29.5,available,0,1070
Bacanie & Lichide,Bacanie & Lichide,10005219,Vin rosu sec Purcari Rara Neagra 0.75L,Purcari,32.9,available,0,1071
Bacanie & Lichide,Bacanie & Lichide,10005207,"Vin Rose de Purcari, sec, 0.75L",Purcari,32.9,available,0,1072
Bacanie & Lichide,Bacanie & Lichide,14513364,Rasnita Sare de mare iodata Pirifan 180g,Pirifan,12.29,available,0,1073
Bacanie & Lichide,Bacanie & Lichide,14514612,Pastaie de vanilie Dr. Oetker 1.5g,Dr. Oetker,21.99,available,0,1074
Bacanie & Lichide,Bacanie & Lichide,10505893,"Vin spumant alb Prosecco Mionetto D.O.C.G. Cartizze, extra dry, 11%, 0.75 L",Mionetto,93.9,available,0,1075
Bacanie & Lichide,Bacanie & Lichide,12001528,"Vin spumant rose Cordon Rosado Freixenet, sec, 12%, 0.75 L",Freixenet,43.9,available,0,1076
Bacanie & Lichide,Bacanie & Lichide,10000304,"Vin alb sec, Crama Oprisor Rusalca alba, 0.75L",Crama Oprisor,55.9,available,0,1077
Bacanie & Lichide,Bacanie & Lichide,10505218,"Vin alb spumant, Riunite Trebbiano Moscato Emilia IGT Wine, 0.75L",Riunite,20.9,available,0,1078
Bacanie & Lichide,Bacanie & Lichide,10505596,"Vin spumant alb, MDC Prosecco Glor Aromatico DOC Treviso, alcool 11%,  0.75L",Glor,61.9,available,0,1079
Bacanie & Lichide,Bacanie & Lichide,12002354,"Vin rosu sec, Soare Cabernet Sauvignon Vinarte, 0.75L",Vinarte,99.9,available,0,1080
Bacanie & Lichide,Bacanie & Lichide,10506678,"Vin alb Pivnita Savu Riesling, demisec 0.75L",Pivnita Savu,34.9,available,0,1081
Bacanie & Lichide,Bacanie & Lichide,12004497,"Vin alb dulce, Comoara Pivnitei, Tamaioasa Romaneasca Husi , 0.75L",Comoara Pivnitei,69.9,available,0,1082
Bacanie & Lichide,Bacanie & Lichide,10506469,"Vin rosu Ion Vladoi, Merlot & Feteasca Neagra, Sec, 0.75L",Domeniul Vladoi,55.9,available,0,1083
Bacanie & Lichide,Bacanie & Lichide,10500518,Vin rose Cotnari Busuioaca de Bohotin demidulce 0.75L,Cramele Cotnari,14.4,available,0,1084
Bacanie & Lichide,Bacanie & Lichide,10001153,"Vin Alb Grasa de Cotnari, Demidulce, 0.75L",Cramele Cotnari,14.4,available,0,1085
Bacanie & Lichide,Bacanie & Lichide,10001154,"Vin Alb Cotnari, Tamaioasa Romaneasca, Dulce, 0.75L",Cramele Cotnari,14.4,available,0,1086
Bacanie & Lichide,Bacanie & Lichide,10001157,"Vin alb Cotnari Francusa, Sec, 0.75L",Cramele Cotnari,14.4,available,0,1087
Bacanie & Lichide,Bacanie & Lichide,10001160,"Vin alb dulce Cotnari Tamaioasa Romaneasca, 0.75L",Cramele Cotnari,14.4,available,0,1088
Bacanie & Lichide,Bacanie & Lichide,10504707,"Vin Rosu San Marzano F Negroamaro Salento, 0.75l",San Marzano,147.9,available,0,1089
Bacanie & Lichide,Bacanie & Lichide,10501633,"Vin rose Cotnari Busuioaca de Bohotin Demisec, 0.75L",Cramele Cotnari,14.4,available,0,1090
Bacanie & Lichide,Bacanie & Lichide,10500520,Vin alb Cotnari Domenii Tamaioasa Romaneasca 0.75L,Cramele Cotnari,14.4,available,0,1091
Bacanie & Lichide,Bacanie & Lichide,12000173,"Vin spumant Angelli Presidente, alb sec, 0.75L",Angelli,20.9,available,0,1092
Bacanie & Lichide,Bacanie & Lichide,10001156,"Vin alb Cotnari Feteasca Alba, demisec, 0.75L",Cramele Cotnari,14.4,available,0,1093
Bacanie & Lichide,Bacanie & Lichide,14004589,"Pate de curcan Scandia Sibiu, 200g",Scandia,6.99,available,0,1094
Bacanie & Lichide,Bacanie & Lichide,11002188,Praf de Spuma pt. deserturi cu gust de Frisca Dr.Oetker 48g,Dr. Oetker,2.99,available,0,1095
Bacanie & Lichide,Bacanie & Lichide,10004299,"Gin Malfy Rosa, 41%, 0.7l",Malfy Rosa,159.99,available,0,1096
Bacanie & Lichide,Bacanie & Lichide,15006446,"Cafea espresso cu lapte UHT Mizo Coffee, 330 ml",Mizo,5.95,available,0,1097
Bacanie & Lichide,Bacanie & Lichide,15508765,Bautura Coffee Selection Espresso fara Lactoza Mizo Uht 330ml,Mizo,5.95,available,0,1098
Bacanie & Lichide,Bacanie & Lichide,15507895,Cafea cu lapte Mizo Coffee Selection Flat White 330 ml,Mizo,5.95,available,0,1099
Bacanie & Lichide,Bacanie & Lichide,15006448,Cafea cu lapte Mizo Kapuciner 330ml,Mizo,5.95,available,0,1100
Bacanie & Lichide,Bacanie & Lichide,15006447,Bautura Mizo Coffee Americano 330ml,Mizo,5.95,available,0,1101
Bacanie & Lichide,Bacanie & Lichide,15514039,Bautura lactata Mizo Coffee cocos si migdale 330ml,Mizo,5.95,available,0,1102
Bacanie & Lichide,Bacanie & Lichide,10505805,"Vin rose Busuioaca de Bohotin Zurzur, demidulce, 0.75 L",Domeniile Bohotin,12.9,available,0,1103
Bacanie & Lichide,Bacanie & Lichide,10505462,"Vin alb demidulce, Aurelia Visinescu Artisan Tamaioasa Romaneasca, 0.75L",Aurelia Visinescu,56.9,available,0,1104
Bacanie & Lichide,Bacanie & Lichide,14518586,Fasole galbena taiata Raureni 690g,Raureni,7.35,available,0,1201
Bacanie & Lichide,Bacanie & Lichide,14502400,"Mustar dulce Olympia, 300 g",Olympia,5.55,available,0,1202
Bacanie & Lichide,Bacanie & Lichide,14502401,"Mustar cu hrean Olympia, 300 g",Olympia,5.55,available,0,1203
Bacanie & Lichide,Bacanie & Lichide,14001163,"Mustar iute Olympia, 300 g",Olympia,5.55,available,0,1204
Bacanie & Lichide,Bacanie & Lichide,14525958,"Chipsuri cu pui si mirodenii Lays, 125 g",Lay's,9.35,available,0,1205
Bacanie & Lichide,Bacanie & Lichide,14525962,"Chipsuri cu cascaval Lay's, 125 g",Lay's,9.35,available,0,1206
Bacanie & Lichide,Bacanie & Lichide,10505410,"Vin spumant alb Prosecco DOC Freixenet, extra dry, 11%, 0.75 L",Freixenet,60.9,available,0,1207
Bacanie & Lichide,Bacanie & Lichide,10504560,"Vin alb Chardonnay de Averesti, sec, 0.75 L",Domeniile Averesti,44.9,available,0,1208
Bacanie & Lichide,Bacanie & Lichide,10505875,"Vin alb, Abstract, Chardonnay, Sauvignon Blanc, 0.75L",Murfatlar,52.9,available,0,1209
Bacanie & Lichide,Bacanie & Lichide,10505874,"Vin rosu, Abstract, Feteasca Neagra, Cabernet Sauvignon, Merlot, 0.75L",Crama Trantu,57.9,available,0,1210
Bacanie & Lichide,Bacanie & Lichide,10505907,"Vin alb sec, Soare Blanc de Noir, 0.75L",Vinarte,64.9,available,0,1211
